0	1611751325	calcolatore	2	2
1	1611751332	richiami	2	2
2	1611757461	calcolatore	27159	2948
3	1611766061	calcolatore	25821	2948
4	1611766988	eserciziosistemipar	26583	2948
5	1611778751	calcolatore	2	2
6	1611823745	calcolatore	27159	2948
7	1611824167	calcolatore	26384	2948
8	1611825780	calcolatore	26384	2948
9	1611827521	diagonalizzazione	26648	2948
10	1611835457	esempioFM	21200	3141
11	1611837097	esempioFM	5819	3141
12	1611837387	esempioFM	5819	3141
13	1611839005	altroesempioFM	5819	3141
14	1611848188	calcolatore	27159	2948
15	1611848201	operazionimatrici	27159	2948
16	1611848537	eserciziosistemi	27159	2948
17	1611849009	eserciziosistemipar	27159	2948
18	1611851844	matriceinversa	27159	2948
19	1611912964	calcolatore	26384	2948
20	1611929954	calcolatore	26072	2948
21	1611931256	calcolatore	13782	2948
22	1611937062	esempioFM	16585	3141
23	1611941904	calcolatore	26072	2948
24	1611942218	calcolatore	26678	2948
25	1611963252	calcolatore	26625	2948
26	1612002595	calcolatore	26072	2948
27	1612026337	altroesempioFM	2486	3141
28	1612035159	operazionimatrici	26492	2948
29	1612083204	calcolatore	2	2
30	1612102101	esempioFM	8118	3141
31	1612131855	calcolatriceOFA	9175	3167
32	1612131954	calcolatriceOFA	9175	3167
33	1612133343	limiti121	9175	2980
34	1612133586	calcolatore	2	2
35	1612133593	primitive121	9175	2980
36	1612133672	estremirelativi121	2	2
37	1612133800	sommariemann121	2	2
38	1612133873	areasottografo121	2	2
39	1612133906	limiti121	9175	2980
40	1612133922	densitaripartizione121	2	2
41	1612133943	estremirelativi121	9175	2980
42	1612133950	primitive121	9175	2980
43	1612133963	primitive2grado121	2	2
44	1612133989	primitive2grado121	9175	2980
45	1612134014	limiti121	2	2
46	1612134024	densitaripartizione121	9175	2980
47	1612134060	primitive121	2	2
48	1612134074	areasottografo121	9175	2980
49	1612134231	sommariemann121	9175	3127
50	1612170274	calcolatore	26384	2948
51	1612170505	esempioFM	9183	3141
52	1612170561	altroesempioFM	9183	3141
53	1612179914	esempioFM	21095	3141
54	1612194446	eserciziosistemipar	21242	2948
55	1612194463	eserciziogeneratori	21242	2948
56	1612194519	sommainter	21242	2948
57	1612194534	pagerank	21242	2948
58	1612194540	diagonalizzazione	21242	2948
59	1612194546	autovalori	21242	2948
60	1612197363	sommariemann121	6895	3127
61	1612197398	sommariemann121	6895	3127
62	1612251925	operazionimatrici	21355	2948
63	1612252225	matriceinversa	21355	2948
64	1612253868	densitaripartizione121	9175	2980
65	1612254021	densitaripartizione121	9175	2980
66	1612255530	calcolatore	26384	2948
67	1612257567	limiti121	9175	2980
68	1612257641	estremirelativi121	9175	2980
69	1612257698	primitive121	9175	2980
70	1612257835	primitive2grado121	9175	2980
71	1612257849	densitaripartizione121	9175	2980
72	1612257889	areasottografo121	9175	2980
73	1612262649	autovalori	26384	2948
74	1612262674	autovalori	26384	2948
75	1612263315	autovalori	26384	2948
76	1612263358	autovalori	26384	2948
77	1612267893	densitaripartizione121	9175	2980
78	1612267938	estremirelativi121	9175	2980
79	1612268003	limiti121	9175	2980
80	1612268025	areasottografo121	9175	2980
81	1612268052	primitive121	9175	2980
82	1612279582	calcolatore	26583	2948
83	1612280419	esempioFM	11397	3141
84	1612301013	primitive121	9175	2980
85	1612301039	estremirelativi121	9175	2980
86	1612301047	limiti121	9175	2980
87	1612301097	primitive121	9175	2980
88	1612342011	sommainter	26384	2948
89	1612342027	autovalori	26384	2948
90	1612342081	autovalori	26384	2948
91	1612342669	calcolatore	26384	2948
92	1612346999	calcolatore	26072	2948
93	1612348573	diagonalizzazione	26384	2948
94	1612348704	autovalori	26384	2948
95	1612348715	diagonalizzazione	26384	2948
96	1612348756	autovalori	26384	2948
97	1612349814	eserciziobasi	26384	2948
98	1612361067	calcolatore	26072	2948
99	1612366246	matriceinversa	26492	2948
100	1612366321	applicazionilineari	26492	2948
101	1612366330	eserciziogeneratori	26492	2948
102	1612366365	sommainter	26492	2948
103	1612366642	eserciziogeneratori	26492	2948
104	1612366897	diagonalizzazione	26492	2948
105	1612366928	diagonalizzazione	26492	2948
106	1612372241	calcolatore	26513	2948
107	1612373459	esempioFM	21090	3141
108	1612373603	altroesempioFM	21090	3141
109	1612373966	calcolatore	26513	2948
110	1612374381	esempioFM	21090	3141
111	1612375345	calcolatore	27159	2948
112	1612425927	calcolatore	9175	2948
113	1612425981	eserciziobasi	9175	2948
114	1612426067	eserciziosistemi	9175	2948
115	1612428169	calcolatore	21242	2948
116	1612430505	calcolatore	26072	2948
117	1612435238	calcolatore	26384	2948
118	1612448166	calcolatore	26074	2948
119	1612457211	esempioFM	17205	3141
120	1612458188	pagerank	9105	2948
121	1612458231	diagonalizzazione	9105	2948
122	1612458277	autovalori	9105	2948
123	1612458326	applicazionilinearipar	9105	2948
124	1612458352	applicazionilineari	9105	2948
125	1612458369	sommainter	9105	2948
126	1612458395	eserciziogeneratori	9105	2948
127	1612458411	eserciziobasi	9105	2948
128	1612458425	eserciziogeneratori	9105	2948
129	1612458457	eserciziobasi	9105	2948
130	1612458470	matriceinversa	9105	2948
131	1612458477	calcolatore	27159	2948
132	1612458491	eserciziosistemipar	9105	2948
133	1612458507	operazionimatrici	9105	2948
134	1612458531	calcolatore	9105	2948
135	1612459377	eserciziobasi	27159	2948
136	1612459846	eserciziogeneratori	27159	2948
137	1612463516	esempioFM	13431	3141
138	1612465164	calcolatore	26678	2948
139	1612466360	esempioFM	21672	3141
140	1612466398	esempioFM	21672	3141
141	1612466400	esempioFM	21672	3141
142	1612466402	esempioFM	21672	3141
143	1612512073	calcolatore	9175	2978
144	1612516604	calcolatore	26384	2948
145	1612518552	calcolatore	26074	2948
146	1612519530	limiti121	4157	2980
147	1612519566	primitive2grado121	4157	2980
148	1612519928	richiami	2	2
149	1612520078	richiami	2	2
150	1612520125	richiami	2	2
151	1612520198	richiami	2	2
152	1612520361	richiami	2	2
153	1612520484	richiami	2	2
154	1612520514	richiami	2	2
155	1612520653	limiti121	9105	2980
156	1612520725	estremirelativi121	9105	2980
157	1612520743	primitive121	9105	2980
158	1612520757	densitaripartizione121	9105	2980
159	1612520773	areasottografo121	9105	2980
160	1612521026	richiami	2	2
161	1612521132	richiami	2	2
162	1612521194	richiami	2	2
163	1612521240	richiami	2	2
164	1612521280	richiami	2	2
165	1612523019	calcolatore	26072	2948
166	1612523527	limiti121	21415	2980
167	1612524438	densitaripartizione121	26612	2980
168	1612524707	areasottografo121	26584	2983
169	1612524740	limiti121	22228	2983
170	1612527192	limiti121	15063	2980
171	1612528410	primitive121	28352	2980
172	1612528441	densitaripartizione121	28352	2980
173	1612529278	estremirelativi121	28352	2980
174	1612529312	densitaripartizione121	28352	2980
175	1612529361	areasottografo121	28352	2980
176	1612529707	limiti121	26580	2980
177	1612529974	densitaripartizione121	28352	2980
178	1612529984	limiti121	28352	2980
179	1612530326	primitive121	28352	2980
180	1612530402	areasottografo121	21415	2980
181	1612530425	densitaripartizione121	21415	2980
182	1612530541	estremirelativi121	28352	2980
183	1612530572	densitaripartizione121	26580	2980
184	1612530912	primitive2grado121	26584	2983
185	1612530929	estremirelativi121	26580	2980
186	1612531389	densitaripartizione121	28352	2980
187	1612531798	densitaripartizione121	26532	2980
188	1612531862	estremirelativi121	28352	2980
